metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1788949385.3798,elite,11266.823157107,1778477857.2748,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Contabo GmbH,48.9742,8.1851,False,Contabo GmbH,True,Grand Est,success,Europe/Paris,67630,1788820842,1788949385.3798,9100,socks5,5.189.160.163:9100,True,13999.619483948,39865,94224,29.730253786664,5.189.160.163
True,1788949385.3719,elite,6914.6469199394,1786598675.4244,AS401696 cognetcloud INC,COGNETCLOUD,Hong Kong,Asia,AS,Hong Kong,HK,,True,cognetcloud INC,22.3193,114.169,False,cognetcloud INC,True,Kowloon,success,Asia/Hong_Kong,999077,1788411880,1788949385.3719,1080,socks4,156.238.237.121:1080,True,6073.5778808594,24292,67367,26.5025802158,156.238.237.121
True,1788949247.8648,transparent,7114.4695527321,1787764480.5384,AS27901 Pacifico Cable SPA.,Pacifico Cable SPA.,Los Ángeles,South America,SA,Chile,CL,,False,Pacifico Cable SPA.,-37.4667,-72.35,False,Pacifico Cable SPA,True,Biobio,success,America/Santiago,,1788368120,1788949385.3008,999,http,190.102.247.122:999,False,8622.0395565033,1896,6794,21.818181818182,190.102.247.122
True,1788949385.2005,transparent,5712.9443130588,1783115218.2864,AS264268 NETWAY MATO GROSSO LTDA,NETWAY MATO GROSSO LTDA,Campo Novo do Parecis,South America,SA,Brazil,BR,,False,Teleturbo Servicos De Telecomunicacoes Ltda,-13.6266,-58.0212,False,Netway Mato Grosso Ltda,True,Mato Grosso,success,America/Cuiaba,78360,1788557779,1788949385.2005,8080,http,191.7.114.63:8080,True,5776.8220901489,12030,39697,23.25671312854,191.7.114.63
True,1788948356.6898,elite,3440.8159263363,1788933347.9845,AS4134 CHINANET BACKBONE,CHINANET-BACKBONE,Shenzhen,Asia,AS,China,CN,,False,China Telecom,22.5455,114.0683,False,,True,Guangdong,success,Asia/Shanghai,,1788932193,1788949385.1878,19000,socks5,121.35.254.227:19000,True,2901.1116027832,646,32,95.280235988201,121.35.254.227
True,1788949385.1215,transparent,10833.517443901,1766819740.6222,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Council Bluffs,North America,,United States,US,,True,Google LLC,41.2619,-95.8608,False,Google Cloud (us-central1),True,Iowa,success,America/Chicago,,1788595776,1788949385.1215,3128,http,35.194.4.51:3128,False,11153.01823616,47555,269781,14.985693397534,35.194.4.51
True,1788949314.4161,elite,4077.8961036523,1776086443.2259,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Cogetel Ltd,True,Phnom Penh,success,Asia/Phnom_Penh,,1788786717,1788949385.0216,1080,socks5,202.62.42.92:1080,True,2750.2558231354,72496,98284,42.449935589647,202.62.42.92
True,1788949035.4773,elite,3269.052488368,1786410183.0142,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,The Netherlands,NL,,True,"DigitalOcean, LLC",52.352,4.9392,False,"DigitalOcean, LLC",True,North Holland,success,Europe/Amsterdam,1098,1788829037,1788949385.016,1083,socks5,161.35.90.93:1083,True,161.2560749054,86459,19077,81.923703759854,161.35.90.93
True,1788949297.9515,elite,1140.43763502,1776078703.3403,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1788781235,1788949384.9406,4145,socks5,184.170.248.5:4145,True,902.45366096497,91154,77202,54.14360046568,184.170.248.5
True,1788949384.695,transparent,7541.2255195439,1784063860.0678,AS138134 PT Tunas Link Indonesia,TLINK-AS-ID,Bandar Lampung,Asia,AS,Indonesia,ID,,False,TLINK,-5.3906,105.2569,False,,True,Lampung,success,Asia/Jakarta,35141,1788902399,1788949384.695,8080,http,103.133.61.53:8080,False,8464.1952514648,9861,32523,23.265855039638,103.133.61.53
True,1788949384.5574,elite,7066.3301922895,1784899427.3198,"AS20473 The Constant Company, LLC",AS-VULTR,Los Angeles,North America,,United States,US,,True,The Constant Company,34.0609,-118.2414,False,"Vultr Holdings, LLC",True,California,success,America/Los_Angeles,90012,1788524863,1788949384.5574,1080,socks4,140.82.16.82:1080,True,10459.794521332,24903,112183,18.165968807902,140.82.16.82
True,1788949387.3372,elite,6787.4055774579,1788863399.6202,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788862092,1788949384.5558,4818,socks5,45.74.31.42:4818,True,10642.044067383,1319,1142,53.596099146688,45.74.31.42
True,1788949377.1731,elite,3554.6245021907,1696969618.3766,AS131293 TOT Public Company Limited,TOT-LLI-AS-AP,Li,Asia,AS,Thailand,TH,,False,TOT Public Company Limited,17.7822,98.9797,False,TOT Public Company Limited,True,Lamphun,success,Asia/Bangkok,51110,1788936884,1788949384.5295,31948,socks4,1.179.151.165:31948,True,8149.6810913086,293364,1075325,21.43394153091,1.179.151.165
True,1788949384.5175,transparent,5282.078815952,1767171416.2084,AS270207 MULTICARRIER JE S. DE R.L. DE C.V.,MULTICARRIER JE S. DE R.L. DE C.V.,Ayotlán,North America,,Mexico,MX,,False,Cogent Communications,20.5242,-102.3297,False,Jose De Jesus Vazquez Ponce,True,Jalisco,success,America/Mexico_City,47930,1788773976,1788949384.5175,999,http,205.164.192.115:999,False,5009.715795517,81208,49910,61.935050870209,205.164.192.115
True,1788949374.9843,elite,4982.2904532269,1787612293.3988,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,False,China Mobile Communications Corporation,23.1317,113.266,True,"China Mobile Communications Group Co., Ltd",True,Guangdong,success,Asia/Shanghai,510000,1788820672,1788949384.5094,8001,http,36.137.204.11:8001,False,6007.9691410065,7566,6479,53.869704521182,36.137.204.11
True,1788949384.4942,elite,4760.8220172402,1788198429.4207,AS215703 FREAKHOSTING LTD,FREAKHOSTING,Frankfurt am Main,Europe,EU,Germany,DE,,True,Freakhosting LTD,50.1169,8.6837,False,Freakhosting LTD,True,Hesse,success,Europe/Berlin,60313,1788802540,1788949384.4942,1080,socks5,143.20.134.210:1080,True,11305.71436882,3775,7396,33.792856503446,143.20.134.210
True,1788949384.4716,elite,5507.7677560319,1776946190.4946,AS149359 PT Persada Data Multimedia,IDNIC-PDM-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,False,PT Persada Data Multimedia,-7.2523,112.7572,False,PT Persada Data Multimedia,True,East Java,success,Asia/Jakarta,60273,1788436604,1788949384.4716,1080,http,103.180.118.207:1080,False,4239.9568557739,16151,80535,16.704590116459,103.180.118.207
True,1788949252.0648,elite,1571.8203817782,1788492785.9992,AS63023 GTHost,AS-GLOBALTELEHOST,Los Angeles,North America,,United States,US,,True,Ipxo LLC,34.0544,-118.244,False,Ipxo LLC,False,California,success,America/Los_Angeles,90060,1788491906,1788949384.4352,43,http,140.99.255.67:43,False,9337.9969596863,7239,436,94.319218241042,140.99.255.67
True,1788949384.4307,elite,11209.38754837,1785678122.1784,AS24940 Hetzner Online GmbH,HETZNER-AS,Frankfurt Am Main,Europe,EU,Germany,DE,,True,Hetzner Online AG,50.094,8.4971,False,Hetzner Online AG,True,Hesse,success,Europe/Berlin,65931,1788703335,1788949384.4307,9087,socks5,91.107.243.254:9087,True,13368.441820145,22403,47041,32.260526467369,91.107.243.254
True,1788949384.4281,elite,3973.6431833253,1788497745.9077,AS23956 AmberIT Limited,AMBERIT-BD-AS,Madaripur,Asia,AS,Bangladesh,BD,,False,Tiger Telecommunication Company,23.166,90.2079,False,Dhakacom Limited,False,Dhaka Division,success,Asia/Dhaka,7900,1788496381,1788949384.4281,9090,socks5,118.179.144.142:9090,True,8423.3589172363,8096,5973,57.544956997654,118.179.144.142
True,1788944606.0606,elite,7073.5450523648,1787891357.6883,AS56971 AS56971 Cloud,AS56971,Kansas City,North America,,United States,US,,True,CGI GLOBAL LIMITED,39.1027,-94.5778,False,CGI GLOBAL LIMITED,True,Missouri,success,America/Chicago,64121,1788495956,1788949384.3764,1080,socks5,94.183.233.251:1080,True,6074.7499465942,46926,1760,96.384997740624,94.183.233.251
True,1788949251.2205,elite,10642.445167535,1788642411.9388,AS209693 OC NETWORKS LIMITED,OC-NETWORK,Amsterdam,Europe,EU,The Netherlands,NL,,True,OC NETWORKS LIMITED,52.3109,4.9453,False,1Cent Host,False,North Holland,success,Europe/Amsterdam,1101,1788639606,1788949384.3611,1085,socks5,95.85.248.54:1085,True,11708.705425262,3426,3700,48.077462812237,95.85.248.54
True,1788949384.3567,elite,3395.2098260329,1776080944.8372,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Herndon,North America,,United States,US,,False,Cox Communications Inc.,38.9251,-77.392,False,Cox Communications,True,Virginia,success,America/New_York,20171,1788779430,1788949384.3567,4145,socks4,72.205.0.67:4145,True,1847.5403785706,347419,302014,53.495741670041,72.205.0.67
True,1788949159.1863,elite,838.37242008552,1786066458.2548,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,UCLOUD-HK-AS-AP,Los Angeles,North America,,United States,US,,True,UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,34.0544,-118.244,False,Ucloud Information Technology,True,California,success,America/Los_Angeles,90060,1788483482,1788949384.3155,8888,http,165.154.162.73:8888,True,361.13238334656,40735,5934,87.284921468212,165.154.162.73
True,1788947097.796,transparent,732.28908252074,1786794659.9347,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,María la Baja,South America,SA,Colombia,CO,,False,Ufinet Panama S.A.,9.9832,-75.3016,False,UFINET,True,Departamento de Bolívar,success,America/Bogota,,1788606554,1788949384.0731,999,http,181.78.74.252:999,True,527.61769294739,19915,5343,78.846306120833,181.78.74.252
True,1788949383.7767,transparent,7158.3388295366,1710588824.477,"AS45588 Bangladesh Telecommunications Company Limited (BTCL), Nationwide PSTN Operator and Data and Internet Service Provider.",BTCL-ISP-AS,Dhaka,Asia,AS,Bangladesh,BD,Ramna Maidan,False,Bangladesh Telegraph & Telephone Board,23.7484,90.4079,False,,True,Dhaka Division,success,Asia/Dhaka,1208,1788918851,1788949383.7767,8080,http,180.211.161.110:8080,False,3277.7218818665,82099,954139,7.9227937983359,180.211.161.110
True,1788949383.7728,transparent,6207.4789402003,1755273550.2034,AS7004 TELEFÓNICA CHILE S.A.,TELEFONICA CHILE S.A.,Santiago,South America,SA,Chile,CL,,False,TELEFÓNICA CHILE S.A.,-33.4521,-70.6536,False,TELEFÓNICA CHILE S.A,True,Santiago Metropolitan,success,America/Santiago,34033,1788369461,1788949383.7728,999,http,186.148.47.253:999,False,3802.3526668549,23500,101640,18.778967556337,186.148.47.253
True,1788949383.6082,elite,4858.1483995839,1788909164.802,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788906508,1788949383.6082,4568,socks5,45.74.31.30:4568,True,2138.5774612427,785,446,63.769293257514,45.74.31.30
True,1788949242.5988,elite,4555.8385364854,1786050108.8257,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Chengdu,Asia,AS,China,CN,,False,China Unicom Sichuan Province Network,30.5723,104.067,False,,True,Sichuan,success,Asia/Shanghai,610000,1788466211,1788949383.4587,8080,http,101.206.186.99:8080,True,10717.651128769,42875,5543,88.551778264282,101.206.186.99
True,1788949383.3665,elite,9867.136724715,1788569243.7483,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,Secured Servers LLC,True,Arizona,success,America/Phoenix,85001,1788567432,1788949383.3665,9052,http,174.138.165.202:9052,False,5869.430065155,212,1869,10.187409899087,174.138.165.202
True,1788949383.3346,elite,7894.0330084481,1786808506.9443,AS215439 PLAY2GO INTERNATIONAL LIMITED,PLAY2GO-NET,Helsinki,Europe,EU,Finland,FI,,True,Play2go International Limited,60.1719,24.9347,False,,True,Uusimaa,success,Europe/Helsinki,00221,1788621462,1788949383.3346,3128,http,31.76.8.205:3128,False,11442.86441803,2770,14329,16.199777764782,31.76.8.205
True,1788949378.0373,elite,2779.8732932513,1786784225.9016,AS42610 OJSC National Cable Networks,NCNET-AS,Moscow,Europe,EU,Russia,RU,,False,NCNET,55.7487,37.6187,False,,True,Moscow,success,Europe/Moscow,101000,1788598399,1788949383.3322,1081,socks5,77.37.209.86:1081,True,3427.3321628571,13962,33965,29.131804619526,77.37.209.86
True,1788949382.8608,transparent,5981.0639364379,1786847373.1043,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Santiago,South America,SA,Paraguay,PY,,False,Ufinet Panama S.A.,-27.1431,-56.768,False,UFINET,True,Misiones Department,success,America/Asuncion,,1788659688,1788949382.8608,999,http,181.78.216.93:999,False,5461.2395763397,3416,13986,19.629927594529,181.78.216.93
True,1788949382.8026,elite,7611.7837997583,1788668339.4761,AS20454 SECURED SERVERS LLC,SSASN2,Phoenix,North America,,United States,US,,True,Secured Servers LLC,33.4532,-112.0748,False,InternetXS,True,Arizona,success,America/Phoenix,85001,1788665158,1788949382.8026,36177,http,174.138.162.38:36177,False,12727.017641068,130,1467,8.1402629931121,174.138.162.38
True,1788949382.6907,elite,4937.7409889794,1783018704.76,AS149344 PT Dhoho Mitra Abadi,DHOHOISP-AS-ID,Kediri,Asia,AS,Indonesia,ID,,False,Dhoho ISP,-7.7744,112.0018,False,,True,East Java,success,Asia/Jakarta,64111,1788461168,1788949382.6907,3088,http,103.176.98.229:3088,False,11740.853786469,11171,40785,21.500885364539,103.176.98.229
True,1788949382.6808,transparent,6252.9662606804,1776269204.2102,AS52361 ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,ARSAT - Empresa Argentina de Soluciones Satelitales S.A.,Santa Rosa,South America,SA,Argentina,AR,,False,ARSAT - Empresa Argentina de Soluciones Satelitales S.A,-23.3943,-64.4251,False,Mamani Néstor Benigno,True,Salta,success,America/Argentina/Salta,,1788920163,1788949382.6808,999,http,181.209.125.237:999,False,4560.7829093933,13703,85254,13.847428681144,181.209.125.237
True,1788949287.2882,elite,15436.518035456,1786353986.6906,AS215439 PLAY2GO INTERNATIONAL LIMITED,PLAY2GO-NET,Amsterdam,Europe,EU,The Netherlands,NL,,False,Play2go International Limited,52.3716,4.8883,False,Play2go International Limited,True,North Holland,success,Europe/Amsterdam,1012,1788772614,1788949382.6526,9050,socks5,144.31.30.102:9050,True,13634.783983231,9905,36361,21.408809925215,144.31.30.102
True,1788949382.5851,transparent,6118.3133781928,1786868106.6967,AS141077 RSTNET,RSTNET-AS-ID,Bandung,Asia,AS,Indonesia,ID,,False,RSTNET,-6.92222,107.607,False,,True,West Java,success,Asia/Jakarta,,1788682165,1788949382.5851,8818,http,103.178.3.191:8818,False,12357.09643364,4477,13725,24.596198219976,103.178.3.191
True,1788946495.7343,elite,3829.3916740927,1750602778.1441,AS8193 Uzbektelekom Joint Stock Company,BRM-AS,Tashkent,Asia,AS,Uzbekistan,UZ,,False,"""Uzbektelekom"" Joint Stock Company",41.2615,69.2177,False,Uztelecom,True,Tashkent,success,Asia/Tashkent,,1788554814,1788949382.5306,3128,http,195.158.8.123:3128,True,1253.6370754242,163446,28468,85.166272392843,195.158.8.123
True,1788949212.7921,elite,3691.7030297496,1776086485.4748,AS149930 PT Replay Inti Media,IDNIC-REPLAY-AS-ID,Kuningan,Asia,AS,Indonesia,ID,,False,PT Replay Inti Media,-6.9227,108.1588,False,PT Replay Inti Media,True,West Java,success,Asia/Jakarta,45559,1788583430,1788949382.4521,69,socks5,103.191.218.119:69,True,1092.8182601929,67213,54304,55.311602491832,103.191.218.119
True,1788949308.6482,elite,3674.8651145832,1776079606.5699,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,Phnom Penh,Asia,AS,Cambodia,KH,,False,"COGETEL Co., Ltd",11.5583,104.9121,False,Cogetel Ltd,True,Phnom Penh,success,Asia/Phnom_Penh,,1788693913,1788949382.3625,1080,socks5,124.248.177.43:1080,True,4735.4981899261,60146,28630,67.750292871947,124.248.177.43
True,1788949302.9639,elite,2203.5115091121,1778976423.0382,AS12683 PJSC Rostelecom,STATEL-AS,Stavropol,Europe,EU,Russia,RU,,False,Stavropol branch of OJSC Rostelecom,45.0404,42.0022,False,OJSC Rostelecom Macroregional Branch South,True,Stavropol Kray,success,Europe/Moscow,355000,1788827349,1788949382.273,1080,socks5,84.54.217.219:1080,True,3741.6086196899,45924,21433,68.179996139971,84.54.217.219
True,1788949370.335,elite,7544.3665274467,1787527013.9709,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,True,Kowloon,success,Asia/Hong_Kong,999077,1788734978,1788949382.2316,1011,socks5,47.82.102.188:1011,True,8328.5663127899,4646,17624,20.862146385272,47.82.102.188
True,1788949382.226,transparent,5720.0192124192,1787774792.4468,"AS63383 Single Digits, Inc.",SINGLE-DIGITS,Boca Raton,North America,,United States,US,,False,"Single Digits, Inc.",26.3796,-80.1029,False,"Single Digits, Inc.",True,Florida,success,America/New_York,33431,1788377263,1788949382.226,8080,http,75.102.134.110:8080,False,609.34782028198,1489,6737,18.101142718211,75.102.134.110
True,1788630085.2727,elite,2835.9826321254,1754167525.9775,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Haikou,Asia,AS,China,CN,,False,China Unicom Hainan Province Network,20.0442,110.2,False,,True,Hainan,success,Asia/Shanghai,570000,1788858109,1788949382.2161,8085,http,153.0.171.163:8085,False,1191.8928623199,525244,9289,98.262221415703,153.0.171.163
True,1788948635.9454,elite,4280.5790043806,1787395502.2116,AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,False,Vietnam Posts and Telecommunications Group,21.0278,105.834,False,VNPT,True,Hanoi,success,Asia/Bangkok,,1788602626,1788949382.1257,10800,socks5,14.225.204.32:10800,True,2784.805059433,69226,1732,97.559119479128,14.225.204.32
True,1788949382.0372,elite,6504.1912543357,1788408562.6811,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1788408387,1788949382.0372,9898,socks4,47.86.235.2:9898,True,4010.8296871185,5646,15724,26.42021525503,47.86.235.2
True,1788949146.7245,elite,1479.3181908151,1785569825.701,AS33934 OJSC Volgogradelectrosviaz,VolgogradEC-AS,Volgograd,Europe,EU,Russia,RU,,False,Volgograd Electro Svyaz,48.7097,44.516,False,OJSC Rostelecom Macroregional Branch South,True,Volgograd Oblast,success,Europe/Volgograd,400000,1788591562,1788949382.0284,1080,socks5,85.174.84.22:1080,True,1297.4734306335,52026,31259,62.467431110044,85.174.84.22
True,1788947712.3242,transparent,1871.8660147748,1787599330.5954,AS38731 Vietel - CHT Compamy Ltd,VTDC-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,VTDC,10.822,106.6257,False,Viettel - CHT Company Ltd,True,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1788805912,1788949382.0061,80,http,210.211.113.35:80,True,615.11898040771,22036,1354,94.211201368106,210.211.113.35
True,1788949341.7819,elite,3368.7578545565,1783215090.2261,AS38286 PPCTV broadband service is the first cable and DSL internet in Cambodia,PPCTV-AS-AP,Phnom Penh,Asia,AS,Cambodia,KH,,False,Phnom Penh Cable TV,11.5583,104.9121,False,Phnom Penh Cable TV,True,Phnom Penh,success,Asia/Phnom_Penh,,1788656890,1788949381.9493,4153,socks4,122.252.183.22:4153,True,8214.9095535278,106441,147637,41.893040719779,122.252.183.22
True,1788949381.9333,elite,2728.7408017802,1776081778.77,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1788348114,1788949381.9333,4145,socks5,72.195.34.41:4145,True,3978.0919551849,113013,73681,60.53381469142,72.195.34.41
True,1788949381.8984,elite,2719.5843283905,1776080232.8633,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1788780312,1788949381.8984,4145,socks5,174.75.211.222:4145,True,946.76828384399,121098,75068,61.732410305558,174.75.211.222
True,1788877009.0868,transparent,250.98292034348,1780373059.267,AS9121 Turk Telekomunikasyon Anonim Sirketi,TTNet,Istanbul,Asia,AS,Türkiye,TR,,False,Turk Telekomunikasyon Anonim Sirketi,41.0108,28.9482,False,TurkTelekom,True,Istanbul,success,Europe/Istanbul,34096,1788838232,1788949381.8953,8080,http,95.3.69.222:8080,True,211.03096008301,145978,1535,98.959413746585,95.3.69.222
True,1788949381.8219,transparent,12844.933024873,1786420338.3389,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Palembang,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,-2.9146,104.7535,False,PT Javas Digital Telekomunikasi,True,South Sumatra,success,Asia/Jakarta,30154,1788839040,1788949381.8219,3125,http,157.10.97.151:3125,False,9989.7620677948,1176,16799,6.5424200278164,157.10.97.151
True,1788949238.663,anonymous,2589.5743842276,1763825673.3115,AS4766 Korea Telecom,KIXS-AS-KR,Seongnam-si,Asia,AS,South Korea,KR,Buljeong-ro,False,Korea Telecom,37.3654,127.122,False,Kornet,True,Gyeonggi-do,success,Asia/Seoul,13606,1788625698,1788949381.7488,8090,http,183.110.216.159:8090,False,1099.930524826,275749,164313,62.661397712141,183.110.216.159
True,1788949381.7289,elite,6405.9685433297,1788410812.4366,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,False,Kowloon,success,Asia/Hong_Kong,999077,1788408387,1788949381.7289,9898,socks4,47.86.235.129:9898,True,1965.1298522949,8231,15781,34.27869398634,47.86.235.129
True,1788949381.6491,elite,2748.0706069348,1783302418.1005,AS61372 AZIMUT TELECOM Ltd.,AZIMUTTELECOM-AS,Moscow,Europe,EU,Russia,RU,,False,AZIMUT TELECOM Ltd.,55.7487,37.6187,False,AZIMUT TELECOM Ltd,True,Moscow,success,Europe/Moscow,101000,1788745078,1788949381.6491,1080,socks4,31.148.13.96:1080,True,3284.8389148712,82849,152034,35.272454796643,31.148.13.96
True,1788949381.5289,elite,7628.2217626359,1750616770.0185,AS23679 PT. Media Antar Nusa,NUSANET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT. Media Antar Nusa,-6.19445,106.823,False,Nusanet MDN,True,Jakarta,success,Asia/Pontianak,,1788777493,1788949381.5289,39843,http,150.107.136.205:39843,False,5969.2578315735,19497,90136,17.78387894156,150.107.136.205
True,1788949255.6393,transparent,4794.476007714,1788760739.3231,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Turkey,TR,,False,High Speed For Internet Services L.L.C,41.0082,28.9784,False,Enflow B.V,False,Istanbul,success,Europe/Istanbul,34122,1788758001,1788949381.3488,8080,http,193.33.157.19:8080,True,3260.5042457581,408,1022,28.531468531469,193.33.157.19
True,1788948016.5621,elite,2855.9832701036,1750612387.8181,AS4134 CHINANET BACKBONE,CHINANET-BACKBONE,Chongqing,Asia,AS,China,CN,,False,Chinanet,29.5657,106.551,False,Fuhuayuan,True,Chongqing,success,Asia/Shanghai,,1788555905,1788949381.3423,9002,http,61.186.243.6:9002,False,1325.7553577423,146735,78603,65.117734248107,61.186.243.6
True,1788949320.3973,elite,4941.0438284729,1788935440.2522,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788934973,1788949381.2669,4418,socks5,45.74.31.42:4418,True,1256.8917274475,264,142,65.024630541872,45.74.31.42
True,1788949381.2665,elite,12136.93312415,1781698904.7029,AS138915 Kaopu Cloud HK Limited,KAOPU-HK,Hong Kong,Asia,AS,Hong Kong,HK,,True,Kaopu Cloud HK Limited,22.3193,114.169,False,Kaopu Cloud HK Limited,True,Kowloon,success,Asia/Hong_Kong,999077,1788350767,1788949381.2665,10002,socks4,154.223.77.54:10002,True,12281.059741974,117762,187697,38.552473490714,154.223.77.54
True,1788949162.6359,transparent,5433.3588809072,1750609923.4825,AS16276 OVH SAS,OVH,Roubaix,Europe,EU,France,FR,,True,OVH SAS,50.6924,3.20113,False,OVH SAS,True,Hauts-de-France,success,Europe/Paris,59100,1788859055,1788949381.0918,10111,http,37.187.109.70:10111,True,9790.5251979828,199188,279779,41.586998686757,37.187.109.70
True,1788949381.0089,anonymous,741.6345092416,1785538251.191,AS16276 OVH SAS,OVH,Beauharnois,North America,,Canada,CA,,True,OVH SAS,45.3147,-73.8785,False,Forcepoint International Technology Limited,True,Quebec,success,America/Toronto,J6N,1788562143,1788949381.0089,8080,http,15.235.21.254:8080,True,1403.529882431,38160,9337,80.341916331558,15.235.21.254
True,1788949380.9661,elite,7945.1995615579,1786596152.7055,AS214209 Internet Magnate (Pty) Ltd,INTERNET-MAGNATE,Centurion,Africa,AF,South Africa,ZA,Eldo Glen,False,Internet Magnate (Pty) Ltd,-25.8364,28.138,False,Internet Magnate (Pty) Ltd,True,Gauteng,success,Africa/Johannesburg,0157,1788410292,1788949380.9661,8118,http,143.20.185.219:8118,False,13346.10414505,815,15086,5.1254638073077,143.20.185.219
True,1788949326.7884,elite,6022.0685865026,1787538901.2445,"AS9808 China Mobile Communications Group Co., Ltd.",CHINAMOBILE-CN,Guangzhou,Asia,AS,China,CN,,False,China Mobile Communications Corporation,23.1317,113.266,True,"China Mobile Communications Group Co., Ltd",True,Guangdong,success,Asia/Shanghai,510000,1788744781,1788949380.8039,1081,socks5,36.137.204.11:1081,True,4906.8596363068,23110,16375,58.528555147524,36.137.204.11
True,1788949328.3522,elite,6758.522671374,1788920688.3336,AS219326 SULAVI LTD,SULAVIL,Eygelshoven,Europe,EU,The Netherlands,NL,,True,Secure Internet LLC,50.8933,6.05805,False,Internet Security - AU,True,Limburg,success,Europe/Amsterdam,6471,1788920162,1788949380.7875,4241,socks5,45.74.31.42:4241,True,10248.944282532,754,253,74.875868917577,45.74.31.42
